url,paragraph_index,paragraph_text,scrape_timestamp
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,11,Example Outputs for Bear and Bull Outcomes,2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,12,"Source: ARK Investment Management LLC, 2023.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,13,"In the table above, we share examples of two possible scenarios that correspond with our bear and bull price targets. Please note, however, that there are multiple outcomes within our million simulations that could correspond with the bull and bear price targets. Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long-term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security. *Note: Figures are rounded for simplicity and consistent with reasonable variance in the forecast. 2022 total gross margin includes services, energy storage, and other. **Note: The similarity in bear and bull example EBITDA margins and total gross margins reflects our view of the most plausible economics of the two scenarios: Tesla’s human-driven ride-hail and autonomous business lines, which carry higher EBIT margins, make up 50% of EBITDA in the bear case. In the bear case, Tesla doesn’t scale as aggressively and can remain at a higher price point for longer, which benefits its margin structure. In the bull case, the gross margins and EBITDA margins on Tesla’s electric vehicle business decline as it sells into lower priced car segments, offset by the ride-hailing business lines, which make up a larger percentage of profits. ***Note: As of 4/18/23, of two possible scenarios that correspond with our bear and bull price targets, the CAGRs are for a 4.75Y time horizon. Please note, however, that there are multiple outcomes within our million simulations that could correspond with the bull and bear price targets.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,14,Key Model Inputs: The following table presents the ranges for the key inputs to our forecast.,2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,15,"Source: ARK Investment Management LLC, 2023.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,16,"Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security. *Note: Wright’s Law: https://ark-invest.com/wrights-law/. The simulation drives production as a function of available cashflow for investment in electric vehicle (EV) manufacturing plants but imposes a fixed scaling constraint on Tesla’s ability to grow. Potentially, such constraints could stem from raw material and battery production bottlenecks encountered by the company.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,17,Updates to ARK’s 2022 Tesla Model:,2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,18,Updates to ARK’s 2022 open-source Tesla model include:,2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,19,"Assumptions and Inputs for Autonomous Ride-Hail
ARK has grown increasingly confident that Tesla will launch a robotaxi service soon. Our updated Monte Carlo model includes a range of launch dates, with late 2024 as the weighted average of all cases, as shown below.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,20,"Source: ARK Investment Management LLC, 2023.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,21,"Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,22,"The recent flurry of AI progress—from large language models like ChatGPT to image-generation diffusion models like Midjourney—should accelerate innovation in the autonomous driving industry. Tesla, for example, already uses transformers popularized by large language models for lane and intersection prediction.[5] In our view, Tesla’s vertical integration strategy and Dojo training supercomputer are key competitive advantages. Training currently runs at 100% capacity, suggesting that Tesla’s plan to expand Dojo by two orders of magnitude next year will help the company shorten the time between model updates.[6] Recent videos of its latest full self-driving (FSD) software update, including one of a driver who nearly completes a full ride-hail ride without touching the wheel, suggest that Tesla is close to launch in some geographies.[7]",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,23,"Tesla’s data library should help prove statistically the safety of its vehicles, giving it significant advantage over peers in the regulatory approval process. Tesla’s customer-owned fleet drives more than 120 million miles per day, and over one million miles per day in FSD.[8] In contrast, in their multi-year lifetimes, Cruise and Waymo have reached just one million miles each driven on public roads with no one behind the wheel. Moreover, accident statistics suggest that Tesla already has achieved performance superior to human drivers. According to our research, adjusting for its use on surface streets only, Tesla’s FSD is 5X safer than a manually driven Tesla.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,24,"Source: ARK Investment Management LLC, 2023. Based on data from Tesla, Inc. 2023a; Tesla, Inc. 2023b; Tesla, Inc. 2023c; National Highway Traffic Safety Administration 2023; Bureau of Transportation Statistics 2023.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,25,"Note: Both the Non-Autopilot accident rate, labeled “Manually Driven Tesla” in the graph, and the national average were adjusted to surface-street only accident rates using the ratio of percent of accidents to miles driven on surface streets, including an adjustment for auto-pilot miles, which ARK estimates were ~10% of miles driven in Teslas. Note that this a global statistic and the US average is likely higher. Chart FSD data as of March 1, 2023. Five important caveats to consider: (1) a driver might disengage FSD in the most difficult driving moments, which could boost miles per accident; (2) FSD will not work in extreme weather; (3) while passenger cars make up the majority of vehicles in crashes and total miles, the national statistics are not confined to passenger cars; (4) our comparison includes all crashes, fatal and non-fatal; (5) The national average includes vehicles that do not have active safety features such as auto emergency braking, which are now standard on all new cars, including Teslas. Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision, and are built on our modeling that reflects our biases and long term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,26,"Capital Efficiency Estimates
Tesla’s capital efficiency in 2027 remains the same as last year’s forecast for 2026. Capital expenditure per incremental unit of capacity improved from ~$84,000 when the Model 3 was ramping in 2017 to ~$7,700, in 2021. Simultaneous production ramps at two Gigafactories led capital efficiency measured at the end of the year to increase to $14,755 in 2022. Once the initial ramp of those factories is complete, the implied capital expenditure per unit capacity continues its decline to ~$7,000 as shown below.[9]",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,27,"Source: ARK Investment Management LLC, 2023.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,28,"Note: In 2022, Tesla’s capital expenditure per unit of production capacity was $14,755, up from $7,683 in 2021. ARK believes that this is not an accurate measurement as capital investment was incurred with respect to Berlin and Austin Gigafactory in 2022, however, these factories had not yet hit volume production by year-end. As such, ARK believes that a more accurate measurement of Capital Efficiency is to adjust the 2022 vehicles produced to incorporate the initial production volume of these factories to get the true capital cost per vehicle. This re-calculated amount results in a capital efficiency rate of $7,288. Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,29,"While these improvements indicate that Tesla could continue to increase margins, the more important takeaway is that capital is not a bottleneck limiting growth. Instead, Tesla should be able to grow as quickly as management bandwidth and supply constraints allow—two factors we model by constraining Tesla’s annual production growth using the “Max Annual Production Increase” input. Tesla’s Investor Day on March 1, 2023, highlighted its next generation vehicle architecture and manufacturing process, including steps to reduce the footprint and time associated with building factories, which should reduce bandwidth requirements and accelerate scaling.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,30,"Stationary Energy Storage Deployment
We expect Tesla to prioritize its vehicle business. To reflect this in this year’s model, we scale its stationary energy storage business only as the vehicle business becomes scaling constrained. According to our analysis, energy storage should contribute $6.6 billion, or 3%, to Tesla’s expected enterprise value in 2027. In ARK’s expected value, ~16% of all battery capacity goes into stationary energy storage and ~84% goes toward vehicles, resulting in ~200 GWh of stationary energy storage deployed in 2027, as shown in the second chart below.[10]",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,31,"Source: ARK Investment Management LLC, 2023.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,32,"Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long-term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,33,"Source: ARK Investment Management LLC, 2023",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,34,"Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,35,"ARK’s research suggests Tesla will use batteries for the most profitable use case. A robotaxi should provide the highest investment return on batteries for Tesla, as shown below.  With a robotaxi platform, Tesla should be able to generate earnings from both the vehicle sale and a recurring ride-hail revenue stream, which ARK believes could generate software-like margins. As Elon Musk has phrased it, autonomous ride-hail “probably will be the biggest asset value increase in history.”[11]",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,36,"Source: ARK Investment Management LLC, 2023.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,37,"Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,38,"According to our analysis, the stationary energy business should yield margins of ~20-25%. We have not modeled the option value embedded in Tesla’s ability to turn its battery systems into virtual power plants that allocate dynamically to overtaxed electrical grids, or returns from participating in capacity markets. Tesla also could accelerate its energy storage strategy by vertically integrating cryptocurrency mining and home HVAC systems. For now, we consider such options beyond the scope of this model.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,39,"Share Price Forecast
Our simulation is highly sensitive to the year in which Tesla launches robotaxis, as shown in the two charts below. The chart titled “Modeled Share Price Outcomes” represents the likely distribution of all possible price targets from our Monte Carlo analysis and identifies the bear and bull cases as the 25th and 75th percentile outcomes, respectively. “Expected value” is the average of all 1 million simulations.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,40,"The chart titled “Modeled Scenarios” illustrates the mix of robotaxi and human ride-hail outcomes that corresponds with each share price represented in the prior “Modeled Share Price Outcomes” chart. In our lowest price-per-share scenarios, Tesla launches a vertically-integrated, human-driven ride-hail service but does not launch a robotaxi network—as shown in dark grey on the lower left-hand corner) Although Tesla has not committed publicly to launching human-driven ride-hail, ARK previously detailed the strategic and tactical advantages of doing so. Note that in many of our higher price-per-share scenarios, Tesla launches a robotaxi network within the next two years.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,41,"Source: ARK Investment Management LLC, 2023.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,42,"Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,43,"Source: ARK Investment Management LLC, 2023.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,44,"Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long term positive view of the company. Please see additional disclosure below on forecasts and hypothetical performance. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,45,"2027 Model Considerations That Are Not Key Drivers Of Our Price Estimates
As the updated model extends the forecast one year to 2027, we note the following considerations:",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,46,"Debt Financing
The midpoint of our assumptions suggests that Tesla will fund 25% of the buildout of future factories with debt.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,47,"Bitcoin Assumptions
We updated our bitcoin assumptions in line with ARK’s current bitcoin expectations.[12] The digital asset continues to have less than a 5% impact on our 2027 expected price per share.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,48,"Equity Raise
As in last year’s model, we assume Tesla will use ~$3 billion in additional equity for incentive compensation. Given the cash we expect from the autonomous ride-hail network and electric vehicle sales, we do not anticipate that Tesla will need to raise more capital.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,49,"Balance Sheet
We have made conservative assumptions about strategic financial decisions. We do not believe these decisions will be primary drivers of Tesla’s stock price appreciation:",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,50,"Note: The assumptions above could lead to divergences between our forecast of Tesla’s share price and the actual price of Tesla shares. Our modeling cannot include all variables that will impact Tesla’s share price and our assumptions could be inaccurate and incomplete. Moreover, our assumptions are subject to change as more information becomes available. Our estimates and forecasts are subject to risks and limitations and should not be relied upon for individual investment decisions.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,51,"Business Opportunities Not Included In The Model
We do not believe that either Dojo training-as-a-service or Tesla’s Optimus humanoid robot will contribute significantly to Tesla’s value within our five-year investment time horizon, though they could drive value over a longer time horizon.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,52,"Risks and Limits of Our Monte Carlo Model
ARK’s 41 independent variables are meant to cover all scenarios that we see as plausible outcomes for Tesla over the next five years. An unexpected event, such as Elon Musk’s sudden departure from the company, or a natural disaster or pandemic, could cause actual results to differ from our expectations.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,53,"Conclusion
Given the updates outlined in this article, ARK’s price target for Tesla is $2,000 per share in 2027. Our bear and bull cases suggest that TSLA could be valued between ~$1,400 and $2,500 per share in 2027. We have published our simulation model on GitHub and invite readers to explore and test assumptions and/or craft visualizations in the simulations.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,54,Works Cited,2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,55,Disclosure,2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,56,The forecasted performance and price estimates herein are subject to revision by ARK and provided solely as a guide to current expectations. There can be no expectation that the specific security will achieve such performance or that there will be a return of capital. Past performance is not indicative of future results.,2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,57,"FORECASTED PERFORMANCE RESULTS ARE HYPOTHETICAL AND HIGHLY SPECULATIVE, AND PRESENT MANY RISKS AND LIMITATIONS.  The recipient should not consider these estimated prices alone in making an investment decision. While ARK believes that there is a sound basis for the forecasts presented, no representations are made as to their accuracy, and there can be no assurance that such forecasts or returns will be achieved by the specific security.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,58,"The recipient is urged to use extreme caution when considering the forecasted performance, as it is inherently subjective and reflects ARK’s inherent bias toward higher expected returns. Any higher returns should be viewed as a measure of the relative risk of such investments, with higher forecasted performance generally reflecting greater risk. There is no guarantee that any results will align with the forecasted performance, and they might not be predictive.  Some or all results may be substantially lower than projected results and, as with any investment, it is possible that you could lose money.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,59,"FORECASTED performance results (single security model simulation forecasts) have many inherent limitations. A recipient account might or might not hold this single security, and the account performance will be affected in proportion to its holding size and the amount of price fluctuation over time. No representation is being made that any client account will or is likely to achieve profits or losses tied to a security in the security model forecasts. In fact, there could be significant differences between these forecasted performance results and the actual results realized.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,60,"Forecasted performance has not been achieved by the security, and like all modeled, projected, or hypothetical performance, it is important to note that there are multiple versions of a model, and ARK has a conflict of interest in that we have an incentive to show you the best performing results. These forecasts rely on models, which calculate hypothetical performance. Several of the limitations of hypothetical performance models include: 1) reliance on a variety of data obtained from sources that are believed to be reliable, but might be incorrect, inaccurate or incomplete and ARK does not guarantee the accuracy or completeness of any information obtained from any third party, 2) potential inclusion of inherent model creation biases, data discrepancies and/or calculation errors that could cause actual results to differ materially from those projected, 3) NO reflection of the impact that material economic and market factors might have had on investment decisions that would have been in actual portfolios being managed at the time and do not involve market risk, and 4) NO guarantee of future investment results. The forecasted results rely on assumptions, forecasts, estimates, modeling, algorithms and other data input by ARK, some of which relies on third-parties, that could be or prove over time to be incorrect, inaccurate or incomplete.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,61,"The forecasted returns are based on a variety of criteria and assumptions, which might vary substantially, and involve significant elements of subjective judgment and analysis that reflect our own expectations and biases, which might prove invalid or change without notice. It is possible that other foreseeable events that were not taken into account could occur. The forecasted performance results contained herein represent the application of the simulation models as currently in effect on the date first written above, and there can be no assurance that the models will remain the same in the future or that an application of the current models in the future will produce similar results because the relevant market and economic conditions that prevailed during the performance period will not necessarily occur. The results will not be updated as the models change, or any information upon which they rely changes. There are numerous other factors related to the markets in general or to the public equity security specifically that cannot be fully accounted for in the preparation of forecasted performance results, all of which can adversely affect actual results. For these reasons, forecasted performance results will differ, and could differ significantly from actual results. FORECASTED PERFORMANCE RESULTS ARE SUBJECT TO REVISION AND PRESENTED FOR ILLUSTRATIVE PURPOSES ONLY.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2027,62,"While ARK’s current assessment of the subject company may be positive, please note that it might be necessary for ARK to liquidate or reduce position sizes prior to the company attaining any forecasted valuation pricing due to a variety of conditions including, but not limited to, client specific guidelines, changing market conditions, investor activity, fundamental changes in the company’s business model and competitive landscape, headline risk, and government/regulatory activity. Additionally, ARK does not have investment banking, consulting, or any type of fee-paying relationship with the subject company.",2025-11-09 11:43:48 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,1,"ARK’s updated open-source Tesla model yields an expected value of $2,600 per share in 2029. The bull and bear cases, tuned to the 75th and 25th percentile Monte Carlo outcomes, respectively, are approximately $3,100 and $2,000 per share, as shown below. This research update presents ARK’s open-source Tesla model, which incorporates distributions for 45 independent inputs to simulate a range of potential outcomes for the company and its stock.",2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,2,"Source: ARK Investment Management LLC, 2024. Our updated Monte Carlo model moves the prior 2027 target out two years to 2029. For the benefit of readers, this article presents “expected” (or “base”), “bear,” and “bull” cases as a way of contextualizing the meaning of our 2029 share price expectations. Methodologically, we arrive at our base-case share price by averaging one million simulations produced by our Monte Carlo model. Our bear and bull cases are the 25th and 75th percentile values, respectively. Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long-term positive view of the company. Please see additional disclosures on forecasts at the end of the document. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,3,"Source: ARK Investment Management LLC, 2024. This ARK analysis is based on a range of data sources, which are available upon request. Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long-term positive view of the company. Please see additional disclosures on forecasts at the end of the document. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,4,"ARK estimates that nearly 90% of Tesla’s enterprise value and earnings will be attributed to the robotaxi business in 2029, as shown below. Meanwhile, electric vehicles could approximate a quarter of total sales and ~10% of Tesla’s earnings potential, as we believe the robotaxi business will have much higher margins. The charts below break down attributable revenue, EBITDA,1 and enterprise value by business-line.",2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,5,"Source: ARK Investment Management LLC, 2024. This ARK analysis is based on a range of data sources, which are available upon request. Forecasts are inherently limited and cannot be relied upon as a basis for making an investment decision and are built on our modeling that reflects our biases and long-term positive view of the company. Please see additional disclosures on forecasts at the end of the document. For informational purposes only and should not be considered investment advice, or a recommendation to buy, sell or hold any particular security.",2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,6,This article presents 4 sections:,2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,7,"We do not provide a single bull or bear case, because we dimension their outcomes as the 75th and 25th percentile output from the simulation. Nonetheless, the table below presents what are plausible forecasts for each case.",2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,8,Example Outputs for Bear and Bull Outcomes,2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,9,"Source: ARK Investment Management LLC, 2024. In the table above, we share examples of two possible scenarios that correspond with our bear and bull price targets. Please note, however, that there are multiple outcomes within our million simulations that could correspond with the bull and bear price targets. *Note: Figures are rounded for simplicity and consistent with reasonable variance in the forecast. 2023 Market Cap and Enterprise Value/EBITDA is as of June 11, 2024. **Note: The similarity in bear and bull example EBITDA margins and total gross margins reflects our view of the most plausible economics of the two scenarios. In the bear case, Tesla doesn’t scale as aggressively and can remain at a higher price point for longer, which benefits its margin structure. In the bull case, the gross margins and EBITDA margins on Tesla’s electric vehicle business decline as it sells into lower priced car segments, offset by the ride-hailing business lines, which make up a larger percentage of profits. ***Note: CAGRs as of 6/11/24 for two possible scenarios that correspond with our bear and bull price targets. Please note, however, that there are multiple outcomes within our million simulations that could correspond with the bull and bear price targets.",2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,10,"This forecast relies on data that have not been verified, and are subject to numerous criteria, assumptions, risks, and limitations that are inherently uncertain, and there will be variations with real life that could cause substantially different results. The forecast includes assumptions on gross margin and capital efficiency, and certain other metrics, which are subject to change or revisions over time, which are influenced by ARK’s subjective judgments and biases that heighten the risks and limit the uses of the forecast as a decision-making tool. Given the unpredictable nature of markets and other future events, relying on forecasts is inherently risky. While we believe that there is a sound basis for the forecasts presented, they are provided for illustrative purposes only and no representations are made as to their accuracy. These forecasts do not reflect any fees or expenses related to owning Tesla shares.",2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,11,Updates to ARK’s 2023 open-source Tesla model include:,2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,12,Updated Autonomous Driving Assumptions,2025-11-09 11:43:49 UTC
https://www.ark-invest.com/articles/valuation-models/arks-tesla-price-target-2029,13,"We believe that Tesla will launch a robotaxi service within the next two years, and that the probability Tesla fails to launch a robotaxi service within five years is di minimis, as shown below.",2025-11-09 11:43:49 UTC
